participant,condition,gender,age,region,distanceLondon,stimulus,response,reactionTime
f14,femaleFace,female,20,northern,185.435,8,boo,3.192920955
f14,femaleFace,female,20,northern,185.435,8,boo,2.913683873
f14,femaleFace,female,20,northern,185.435,9,boo,2.473793278
f14,femaleFace,female,20,northern,185.435,9,boo,2.566655001
f14,femaleFace,female,20,northern,185.435,9,boo,2.531678272
f14,femaleFace,female,20,northern,185.435,10,boo,2.525916028
f14,femaleFace,female,20,northern,185.435,10,boo,2.71967033
f14,femaleFace,female,20,northern,185.435,10,boo,2.727806139
f14,femaleFace,female,20,northern,185.435,11,boo,2.703129868
f14,femaleFace,female,20,northern,185.435,11,boo,2.615571833
f14,femaleFace,female,20,northern,185.435,11,boo,2.663040488
f15,femaleFace,female,22,northern,174.023,1,bee,2.324894797
f15,femaleFace,female,22,northern,174.023,1,bee,2.161183638
f15,femaleFace,female,22,northern,174.023,1,bee,2.09262304
f15,femaleFace,female,22,northern,174.023,2,bee,2.294646316
f15,femaleFace,female,22,northern,174.023,2,bee,2.149177413
f15,femaleFace,female,22,northern,174.023,2,bee,2.113683845
f15,femaleFace,female,22,northern,174.023,3,bee,2.434870462
f15,femaleFace,female,22,northern,174.023,3,bee,2.272004238
f15,femaleFace,female,22,northern,174.023,3,boo,2.368127535
f15,femaleFace,female,22,northern,174.023,4,boo,2.451595014
f15,femaleFace,female,22,northern,174.023,4,boo,2.451611568
f15,femaleFace,female,22,northern,174.023,4,boo,2.278297217
f15,femaleFace,female,22,northern,174.023,5,boo,2.263123148
f15,femaleFace,female,22,northern,174.023,5,boo,2.222588111
f15,femaleFace,female,22,northern,174.023,5,boo,2.242084858
f15,femaleFace,female,22,northern,174.023,6,boo,2.284680914
f15,femaleFace,female,22,northern,174.023,6,boo,2.395007201
f15,femaleFace,female,22,northern,174.023,6,boo,2.267514692
f15,femaleFace,female,22,northern,174.023,7,boo,2.084654759
f15,femaleFace,female,22,northern,174.023,7,boo,2.067888821
f15,femaleFace,female,22,northern,174.023,7,boo,2.295727979
f15,femaleFace,female,22,northern,174.023,8,boo,2.135017796
f15,femaleFace,female,22,northern,174.023,8,boo,2.450322645
f15,femaleFace,female,22,northern,174.023,8,boo,2.572583641
f15,femaleFace,female,22,northern,174.023,9,boo,2.201560084
f15,femaleFace,female,22,northern,174.023,9,boo,2.153467976
f15,femaleFace,female,22,northern,174.023,9,boo,2.265790057
f15,femaleFace,female,22,northern,174.023,10,boo,2.133850051
f15,femaleFace,female,22,northern,174.023,10,boo,2.25179168
f15,femaleFace,female,22,northern,174.023,10,boo,2.133797408
f15,femaleFace,female,22,northern,174.023,11,boo,2.561080007
f15,femaleFace,female,22,northern,174.023,11,boo,2.168766203
f15,femaleFace,female,22,northern,174.023,11,boo,2.357712517
f16,femaleFace,female,20,northern,169.446,1,bee,3.517277628
f16,femaleFace,female,20,northern,169.446,1,bee,2.320649487
f16,femaleFace,female,20,northern,169.446,1,boo,2.88215277
f16,femaleFace,female,20,northern,169.446,2,bee,2.776306462
f16,femaleFace,female,20,northern,169.446,2,boo,3.476253588
f16,femaleFace,female,20,northern,169.446,2,boo,2.680276895
f16,femaleFace,female,20,northern,169.446,3,bee,3.544213239
f16,femaleFace,female,20,northern,169.446,3,boo,3.728509369
f16,femaleFace,female,20,northern,169.446,3,boo,2.387833401
f16,femaleFace,female,20,northern,169.446,4,boo,2.619304842
f16,femaleFace,female,20,northern,169.446,4,boo,3.165584066
f16,femaleFace,female,20,northern,169.446,4,boo,2.167692762
f16,femaleFace,female,20,northern,169.446,5,boo,2.567654554
f16,femaleFace,female,20,northern,169.446,5,boo,2.451622345
f16,femaleFace,female,20,northern,169.446,5,boo,2.322130772
f16,femaleFace,female,20,northern,169.446,6,boo,2.528752453
f16,femaleFace,female,20,northern,169.446,6,boo,2.849680716
f16,femaleFace,female,20,northern,169.446,6,boo,2.114033435
f16,femaleFace,female,20,northern,169.446,7,boo,2.615600968
f16,femaleFace,female,20,northern,169.446,7,boo,2.59499045
f16,femaleFace,female,20,northern,169.446,7,boo,2.390261264
f16,femaleFace,female,20,northern,169.446,8,boo,2.565267083
f16,femaleFace,female,20,northern,169.446,8,boo,2.266933876
f16,femaleFace,female,20,northern,169.446,8,boo,2.437442205
f16,femaleFace,female,20,northern,169.446,9,boo,2.764511145
f16,femaleFace,female,20,northern,169.446,9,boo,2.381279196
f16,femaleFace,female,20,northern,169.446,9,boo,2.452387818
f16,femaleFace,female,20,northern,169.446,10,boo,2.664050635
f16,femaleFace,female,20,northern,169.446,10,boo,2.369930184
f16,femaleFace,female,20,northern,169.446,10,boo,2.281413981
f16,femaleFace,female,20,northern,169.446,11,boo,2.914921809
f16,femaleFace,female,20,northern,169.446,11,boo,2.460322989
f16,femaleFace,female,20,northern,169.446,11,boo,2.262084771
f17,femaleFace,female,23,northern,178.206,1,bee,2.951850282
f17,femaleFace,female,23,northern,178.206,1,bee,2.654278147
f17,femaleFace,female,23,northern,178.206,1,bee,2.482419918
f17,femaleFace,female,23,northern,178.206,2,bee,2.564809045
f17,femaleFace,female,23,northern,178.206,2,bee,2.641618356
f17,femaleFace,female,23,northern,178.206,2,bee,2.427675601
f17,femaleFace,female,23,northern,178.206,3,bee,2.748183489
f17,femaleFace,female,23,northern,178.206,3,bee,2.606758819
f17,femaleFace,female,23,northern,178.206,3,boo,2.122351714
f17,femaleFace,female,23,northern,178.206,4,bee,2.695132021
f17,femaleFace,female,23,northern,178.206,4,boo,2.343440661
f17,femaleFace,female,23,northern,178.206,4,boo,2.118049564
f17,femaleFace,female,23,northern,178.206,5,bee,3.055295247
f17,femaleFace,female,23,northern,178.206,5,boo,3.608212624
f17,femaleFace,female,23,northern,178.206,5,boo,2.50057841
f17,femaleFace,female,23,northern,178.206,6,boo,2.294889003
f17,femaleFace,female,23,northern,178.206,6,boo,2.240263877
f17,femaleFace,female,23,northern,178.206,6,boo,2.392267452
f17,femaleFace,female,23,northern,178.206,7,boo,2.710792789
f17,femaleFace,female,23,northern,178.206,7,boo,2.241207807
f17,femaleFace,female,23,northern,178.206,7,boo,2.098375023
f17,femaleFace,female,23,northern,178.206,8,boo,2.435829291
f17,femaleFace,female,23,northern,178.206,8,boo,2.450824573
f17,femaleFace,female,23,northern,178.206,8,boo,2.606075786
f17,femaleFace,female,23,northern,178.206,9,boo,2.502664261
f17,femaleFace,female,23,northern,178.206,9,boo,2.242114656
f17,femaleFace,female,23,northern,178.206,9,boo,2.004765673
f17,femaleFace,female,23,northern,178.206,10,boo,2.225092787
f17,femaleFace,female,23,northern,178.206,10,boo,2.139659642
f17,femaleFace,female,23,northern,178.206,10,boo,2.211246379
f17,femaleFace,female,23,northern,178.206,11,boo,3.68313606
f17,femaleFace,female,23,northern,178.206,11,boo,2.240603241
f17,femaleFace,female,23,northern,178.206,11,boo,2.134958862
f18,femaleFace,female,22,northern,247.238,1,bee,2.627177314
f18,femaleFace,female,22,northern,247.238,1,bee,2.532452861
f18,femaleFace,female,22,northern,247.238,1,bee,2.543559852
f18,femaleFace,female,22,northern,247.238,2,bee,2.377816809
f18,femaleFace,female,22,northern,247.238,2,bee,2.400614167
f18,femaleFace,female,22,northern,247.238,2,bee,2.724869965
f18,femaleFace,female,22,northern,247.238,3,bee,2.826493287
f18,femaleFace,female,22,northern,247.238,3,bee,2.435245253
f18,femaleFace,female,22,northern,247.238,3,bee,2.746010893
f18,femaleFace,female,22,northern,247.238,4,bee,2.367963316
f18,femaleFace,female,22,northern,247.238,4,bee,2.550590163
f18,femaleFace,female,22,northern,247.238,4,bee,2.836329233
f18,femaleFace,female,22,northern,247.238,5,bee,3.217839654
f18,femaleFace,female,22,northern,247.238,5,boo,2.984849769
f18,femaleFace,female,22,northern,247.238,5,boo,2.488391412
f18,femaleFace,female,22,northern,247.238,6,boo,3.229328058
f18,femaleFace,female,22,northern,247.238,6,boo,4.302066317
f18,femaleFace,female,22,northern,247.238,6,boo,3.118004867
f18,femaleFace,female,22,northern,247.238,7,boo,2.431785058
f18,femaleFace,female,22,northern,247.238,7,boo,2.727011108
f18,femaleFace,female,22,northern,247.238,7,boo,3.376633503
f18,femaleFace,female,22,northern,247.238,8,boo,2.217343685
f18,femaleFace,female,22,northern,247.238,8,boo,2.371227176
f18,femaleFace,female,22,northern,247.238,8,boo,2.964378963
f18,femaleFace,female,22,northern,247.238,9,boo,2.370206764
f18,femaleFace,female,22,northern,247.238,9,boo,2.547844124
f18,femaleFace,female,22,northern,247.238,9,boo,2.634058304
f18,femaleFace,female,22,northern,247.238,10,boo,2.774661546
f18,femaleFace,female,22,northern,247.238,10,boo,2.616375255
f18,femaleFace,female,22,northern,247.238,10,boo,2.564056815
f18,femaleFace,female,22,northern,247.238,11,boo,2.734650951
f18,femaleFace,female,22,northern,247.238,11,boo,2.735642889
f18,femaleFace,female,22,northern,247.238,11,boo,2.481919976
f19,femaleFace,female,21,midlands,108.71,1,bee,2.885746061
f19,femaleFace,female,21,midlands,108.71,1,bee,2.638356933
f19,femaleFace,female,21,midlands,108.71,1,bee,2.695721126
f19,femaleFace,female,21,midlands,108.71,2,bee,2.585530622
f19,femaleFace,female,21,midlands,108.71,2,bee,2.605822635
f19,femaleFace,female,21,midlands,108.71,2,bee,2.728372961
f19,femaleFace,female,21,midlands,108.71,3,bee,3.317919672
f19,femaleFace,female,21,midlands,108.71,3,boo,2.781544595
f19,femaleFace,female,21,midlands,108.71,3,boo,3.090054103
f19,femaleFace,female,21,midlands,108.71,4,boo,2.650003923
f19,femaleFace,female,21,midlands,108.71,4,boo,2.776897784
f19,femaleFace,female,21,midlands,108.71,4,boo,3.065332473
f19,femaleFace,female,21,midlands,108.71,5,boo,2.944876937
f19,femaleFace,female,21,midlands,108.71,5,boo,2.821893548
f19,femaleFace,female,21,midlands,108.71,5,boo,2.809599613
f19,femaleFace,female,21,midlands,108.71,6,boo,2.866125824
f19,femaleFace,female,21,midlands,108.71,6,boo,2.815254585
f19,femaleFace,female,21,midlands,108.71,6,boo,2.731375592
f19,femaleFace,female,21,midlands,108.71,7,boo,2.825323944
f19,femaleFace,female,21,midlands,108.71,7,boo,2.582038313
f19,femaleFace,female,21,midlands,108.71,7,boo,2.861521724
f19,femaleFace,female,21,midlands,108.71,8,boo,2.751293476
f19,femaleFace,female,21,midlands,108.71,8,boo,3.101667323
f19,femaleFace,female,21,midlands,108.71,8,boo,2.889604553
f19,femaleFace,female,21,midlands,108.71,9,boo,2.786889338
f19,femaleFace,female,21,midlands,108.71,9,boo,2.628183281
f19,femaleFace,female,21,midlands,108.71,9,boo,2.5166969
f19,femaleFace,female,21,midlands,108.71,10,boo,2.743962871
f19,femaleFace,female,21,midlands,108.71,10,boo,3.161590491
f19,femaleFace,female,21,midlands,108.71,10,boo,2.667849862
f19,femaleFace,female,21,midlands,108.71,11,boo,2.976899374
f19,femaleFace,female,21,midlands,108.71,11,boo,2.662070402
f19,femaleFace,female,21,midlands,108.71,11,boo,2.515891034
f20,maleFace,female,24,northern,168.981,1,bee,2.718380603
f20,maleFace,female,24,northern,168.981,1,bee,2.185559614
f20,maleFace,female,24,northern,168.981,1,bee,2.090495346
f20,maleFace,female,24,northern,168.981,2,bee,4.370339236
f20,maleFace,female,24,northern,168.981,2,bee,2.300810827
f20,maleFace,female,24,northern,168.981,2,bee,1.98479483
f20,maleFace,female,24,northern,168.981,3,bee,3.125547382
f20,maleFace,female,24,northern,168.981,3,bee,2.166578109
f20,maleFace,female,24,northern,168.981,3,boo,2.734643333
f20,maleFace,female,24,northern,168.981,4,bee,3.330574129
f20,maleFace,female,24,northern,168.981,4,boo,3.324443825
f20,maleFace,female,24,northern,168.981,4,boo,2.047341101
f20,maleFace,female,24,northern,168.981,5,bee,3.883567603
f20,maleFace,female,24,northern,168.981,5,boo,2.761899653
f20,maleFace,female,24,northern,168.981,5,boo,1.963156596
f20,maleFace,female,24,northern,168.981,6,boo,2.219368888
f20,maleFace,female,24,northern,168.981,6,boo,1.96760516
f20,maleFace,female,24,northern,168.981,6,boo,2.4268569
f20,maleFace,female,24,northern,168.981,7,boo,2.1120762
f20,maleFace,female,24,northern,168.981,7,boo,3.417398103
f20,maleFace,female,24,northern,168.981,7,boo,2.154038066
f20,maleFace,female,24,northern,168.981,8,boo,2.327599711
f20,maleFace,female,24,northern,168.981,8,boo,3.000628378
f20,maleFace,female,24,northern,168.981,8,boo,2.149353451
f20,maleFace,female,24,northern,168.981,9,boo,2.399859956
f20,maleFace,female,24,northern,168.981,9,boo,1.921403724
f20,maleFace,female,24,northern,168.981,9,boo,2.196395991
f20,maleFace,female,24,northern,168.981,10,boo,2.25824111
f20,maleFace,female,24,northern,168.981,10,boo,1.959500619
f20,maleFace,female,24,northern,168.981,10,boo,2.14019135
f20,maleFace,female,24,northern,168.981,11,boo,2.025153794
f20,maleFace,female,24,northern,168.981,11,boo,2.533563194
f20,maleFace,female,24,northern,168.981,11,boo,2.115925776
f21,maleFace,female,26,southern,50.133,1,bee,2.020979533
f21,maleFace,female,26,southern,50.133,1,bee,1.85502747
f21,maleFace,female,26,southern,50.133,1,bee,1.870605842
f21,maleFace,female,26,southern,50.133,2,bee,1.815722334
f21,maleFace,female,26,southern,50.133,2,bee,1.998447014
f21,maleFace,female,26,southern,50.133,2,boo,1.996137362
f21,maleFace,female,26,southern,50.133,3,bee,1.870625901
f21,maleFace,female,26,southern,50.133,3,boo,1.957972358
f21,maleFace,female,26,southern,50.133,3,boo,2.4279905
f21,maleFace,female,26,southern,50.133,4,boo,1.967365844
f21,maleFace,female,26,southern,50.133,4,boo,1.810755486
f21,maleFace,female,26,southern,50.133,4,boo,1.820830066
f21,maleFace,female,26,southern,50.133,5,boo,1.926817481
f21,maleFace,female,26,southern,50.133,5,boo,1.78137285
f21,maleFace,female,26,southern,50.133,5,boo,1.741750493
f21,maleFace,female,26,southern,50.133,6,boo,1.725203197
f21,maleFace,female,26,southern,50.133,6,boo,1.73016398
f21,maleFace,female,26,southern,50.133,6,boo,1.775058744
f21,maleFace,female,26,southern,50.133,7,boo,1.666000813
f21,maleFace,female,26,southern,50.133,7,boo,1.711485702
f21,maleFace,female,26,southern,50.133,7,boo,1.780957197
f21,maleFace,female,26,southern,50.133,8,boo,1.795718257
f21,maleFace,female,26,southern,50.133,8,boo,1.67850167
f21,maleFace,female,26,southern,50.133,8,boo,1.846271225
f21,maleFace,female,26,southern,50.133,9,boo,1.923746031
f21,maleFace,female,26,southern,50.133,9,boo,1.672835069
f21,maleFace,female,26,southern,50.133,9,boo,1.756023125
f21,maleFace,female,26,southern,50.133,10,boo,1.942026849
f21,maleFace,female,26,southern,50.133,10,boo,1.727058009
f21,maleFace,female,26,southern,50.133,10,boo,1.700788342
f21,maleFace,female,26,southern,50.133,11,boo,1.870592313
f21,maleFace,female,26,southern,50.133,11,boo,1.994692605
f21,maleFace,female,26,southern,50.133,11,boo,1.804218859
f22,maleFace,female,21,midlands,123.119,1,bee,2.286605775
f22,maleFace,female,21,midlands,123.119,1,bee,2.503130011
f22,maleFace,female,21,midlands,123.119,1,bee,2.102721913
f22,maleFace,female,21,midlands,123.119,2,bee,3.0840846
f22,maleFace,female,21,midlands,123.119,2,bee,2.195024452
f22,maleFace,female,21,midlands,123.119,2,bee,1.90136933
f22,maleFace,female,21,midlands,123.119,3,bee,1.934548981
f22,maleFace,female,21,midlands,123.119,3,bee,1.832422328
f22,maleFace,female,21,midlands,123.119,3,bee,2.168211185
f22,maleFace,female,21,midlands,123.119,4,bee,2.049926689
f22,maleFace,female,21,midlands,123.119,4,boo,2.553166328
f22,maleFace,female,21,midlands,123.119,4,boo,2.632177693
f22,maleFace,female,21,midlands,123.119,5,bee,1.926920703
f22,maleFace,female,21,midlands,123.119,5,bee,1.996685487
f22,maleFace,female,21,midlands,123.119,5,boo,2.237812225
f22,maleFace,female,21,midlands,123.119,6,boo,2.200524537
f22,maleFace,female,21,midlands,123.119,6,boo,2.114081292
f22,maleFace,female,21,midlands,123.119,6,boo,1.869266371
f22,maleFace,female,21,midlands,123.119,7,boo,2.009972462
f22,maleFace,female,21,midlands,123.119,7,boo,2.296179843
f22,maleFace,female,21,midlands,123.119,7,boo,1.764383144
f22,maleFace,female,21,midlands,123.119,8,boo,1.95194306
f22,maleFace,female,21,midlands,123.119,8,boo,1.936536756
f22,maleFace,female,21,midlands,123.119,8,boo,2.183188305
f22,maleFace,female,21,midlands,123.119,9,boo,1.943799295
f22,maleFace,female,21,midlands,123.119,9,boo,1.982263507
f22,maleFace,female,21,midlands,123.119,9,boo,2.01419386
f22,maleFace,female,21,midlands,123.119,10,boo,1.779019249
f22,maleFace,female,21,midlands,123.119,10,boo,1.716575317
f22,maleFace,female,21,midlands,123.119,10,boo,1.90860901
f22,maleFace,female,21,midlands,123.119,11,boo,1.985808939
f22,maleFace,female,21,midlands,123.119,11,boo,1.792998517
f22,maleFace,female,21,midlands,123.119,11,boo,1.802438231
f23,maleFace,female,28,midlands,108.71,1,bee,1.668601882
f23,maleFace,female,28,midlands,108.71,1,bee,1.800964544
f23,maleFace,female,28,midlands,108.71,1,bee,1.721410634
f23,maleFace,female,28,midlands,108.71,2,bee,1.825421965
f23,maleFace,female,28,midlands,108.71,2,bee,1.75486599
f23,maleFace,female,28,midlands,108.71,2,bee,1.674193869
f23,maleFace,female,28,midlands,108.71,3,bee,1.984603492
f23,maleFace,female,28,midlands,108.71,3,bee,1.801201062
f23,maleFace,female,28,midlands,108.71,3,bee,1.861340463
f23,maleFace,female,28,midlands,108.71,4,bee,1.894767361
f23,maleFace,female,28,midlands,108.71,4,boo,1.925379373
f23,maleFace,female,28,midlands,108.71,4,boo,1.870000648
f23,maleFace,female,28,midlands,108.71,5,boo,2.074723258
f23,maleFace,female,28,midlands,108.71,5,boo,1.770332473
f23,maleFace,female,28,midlands,108.71,5,boo,1.87060897
f23,maleFace,female,28,midlands,108.71,6,bee,1.646643058
f23,maleFace,female,28,midlands,108.71,6,boo,1.784779178
f23,maleFace,female,28,midlands,108.71,6,boo,1.739735856
f23,maleFace,female,28,midlands,108.71,7,boo,1.776702123
f23,maleFace,female,28,midlands,108.71,7,boo,1.722748569
f23,maleFace,female,28,midlands,108.71,7,boo,1.724568402
f23,maleFace,female,28,midlands,108.71,8,boo,1.704898715
f23,maleFace,female,28,midlands,108.71,8,boo,1.717326389
f23,maleFace,female,28,midlands,108.71,8,boo,1.738835969
f23,maleFace,female,28,midlands,108.71,9,boo,1.711700348
f23,maleFace,female,28,midlands,108.71,9,boo,1.699999953
f23,maleFace,female,28,midlands,108.71,9,boo,1.798256487
f23,maleFace,female,28,midlands,108.71,10,boo,1.668341573
f23,maleFace,female,28,midlands,108.71,10,boo,1.685848546
f23,maleFace,female,28,midlands,108.71,10,boo,1.636429413
f23,maleFace,female,28,midlands,108.71,11,boo,1.69930113
f23,maleFace,female,28,midlands,108.71,11,boo,1.645281332
f23,maleFace,female,28,midlands,108.71,11,boo,1.67279389
f24,femaleFace,female,22,northern,187.065,1,bee,2.433678216
f24,femaleFace,female,22,northern,187.065,1,bee,2.184176668
f24,femaleFace,female,22,northern,187.065,1,bee,2.266824375
f24,femaleFace,female,22,northern,187.065,2,bee,2.213249127
f24,femaleFace,female,22,northern,187.065,2,bee,2.297622792
f24,femaleFace,female,22,northern,187.065,2,bee,2.131568527
f24,femaleFace,female,22,northern,187.065,3,bee,2.265789726
f24,femaleFace,female,22,northern,187.065,3,bee,2.380792623
f24,femaleFace,female,22,northern,187.065,3,bee,2.299330541
f24,femaleFace,female,22,northern,187.065,4,bee,2.41650769
f24,femaleFace,female,22,northern,187.065,4,bee,2.85351201
f24,femaleFace,female,22,northern,187.065,4,bee,2.435256841
f24,femaleFace,female,22,northern,187.065,5,bee,3.299789097
f24,femaleFace,female,22,northern,187.065,5,bee,4.351859553
f24,femaleFace,female,22,northern,187.065,5,boo,3.295801811
f24,femaleFace,female,22,northern,187.065,6,boo,2.582407006
f24,femaleFace,female,22,northern,187.065,6,boo,2.231742679
f24,femaleFace,female,22,northern,187.065,6,boo,2.298263777
f24,femaleFace,female,22,northern,187.065,7,boo,2.317828066
f24,femaleFace,female,22,northern,187.065,7,boo,2.138064463
f24,femaleFace,female,22,northern,187.065,7,boo,2.241389905
f24,femaleFace,female,22,northern,187.065,8,boo,2.316715944
f24,femaleFace,female,22,northern,187.065,8,boo,2.400513517
f24,femaleFace,female,22,northern,187.065,8,boo,2.247843793
f24,femaleFace,female,22,northern,187.065,9,boo,2.135366762
f24,femaleFace,female,22,northern,187.065,9,boo,2.212185343
f24,femaleFace,female,22,northern,187.065,9,boo,2.149411823
f24,femaleFace,female,22,northern,187.065,10,boo,2.365823166
f24,femaleFace,female,22,northern,187.065,10,boo,2.181479299
f24,femaleFace,female,22,northern,187.065,10,boo,2.199207377
f24,femaleFace,female,22,northern,187.065,11,boo,2.213503402
f24,femaleFace,female,22,northern,187.065,11,boo,2.33035178
f24,femaleFace,female,22,northern,187.065,11,boo,2.137734037
f25,maleFace,female,25,southern,15.399,1,bee,1.81383913
f25,maleFace,female,25,southern,15.399,1,bee,2.161636273
f25,maleFace,female,25,southern,15.399,1,boo,1.639469622
f25,maleFace,female,25,southern,15.399,2,bee,1.759707838
f25,maleFace,female,25,southern,15.399,2,bee,1.936957076
f25,maleFace,female,25,southern,15.399,2,boo,1.705323234
f25,maleFace,female,25,southern,15.399,3,bee,2.128726261
f25,maleFace,female,25,southern,15.399,3,boo,1.633971402
f25,maleFace,female,25,southern,15.399,3,boo,1.678617729
f25,maleFace,female,25,southern,15.399,4,boo,1.806706746
f25,maleFace,female,25,southern,15.399,4,boo,1.666253033
f25,maleFace,female,25,southern,15.399,4,boo,1.672946903
f25,maleFace,female,25,southern,15.399,5,boo,1.855729349
f25,maleFace,female,25,southern,15.399,5,boo,1.886490176
f25,maleFace,female,25,southern,15.399,5,boo,1.680944186
f25,maleFace,female,25,southern,15.399,6,boo,1.732268988
f25,maleFace,female,25,southern,15.399,6,boo,1.615113899
f25,maleFace,female,25,southern,15.399,6,boo,1.713920441
f25,maleFace,female,25,southern,15.399,7,boo,1.751780064
f25,maleFace,female,25,southern,15.399,7,boo,1.673562222
f25,maleFace,female,25,southern,15.399,7,boo,2.304607243
f25,maleFace,female,25,southern,15.399,8,boo,1.61911604
f25,maleFace,female,25,southern,15.399,8,boo,1.601943084
f25,maleFace,female,25,southern,15.399,8,boo,2.279944094
f25,maleFace,female,25,southern,15.399,9,boo,1.6329241
f25,maleFace,female,25,southern,15.399,9,boo,1.754510047
f25,maleFace,female,25,southern,15.399,9,boo,2.145644506
f25,maleFace,female,25,southern,15.399,10,bee,2.323512796
f25,maleFace,female,25,southern,15.399,10,boo,1.756709148
f25,maleFace,female,25,southern,15.399,10,boo,1.653642955
f25,maleFace,female,25,southern,15.399,11,boo,1.963020205
f25,maleFace,female,25,southern,15.399,11,boo,1.785192501
f25,maleFace,female,25,southern,15.399,11,boo,1.680489811
f26,femaleFace,female,28,northern,175.665,1,bee,2.216933668
f26,femaleFace,female,28,northern,175.665,1,bee,1.955139033
f26,femaleFace,female,28,northern,175.665,1,bee,1.931660558
f26,femaleFace,female,28,northern,175.665,2,bee,1.895453632
f26,femaleFace,female,28,northern,175.665,2,bee,2.017135009
f26,femaleFace,female,28,northern,175.665,2,bee,1.953847761
f26,femaleFace,female,28,northern,175.665,3,bee,1.982451205
f26,femaleFace,female,28,northern,175.665,3,bee,2.396468969
f26,femaleFace,female,28,northern,175.665,3,bee,2.06843834
f26,femaleFace,female,28,northern,175.665,4,bee,2.350302269
f26,femaleFace,female,28,northern,175.665,4,bee,2.294920329
f26,femaleFace,female,28,northern,175.665,4,boo,1.94179387
f26,femaleFace,female,28,northern,175.665,5,boo,2.196021875
f26,femaleFace,female,28,northern,175.665,5,boo,2.557221116
f26,femaleFace,female,28,northern,175.665,5,boo,2.393716153
f26,femaleFace,female,28,northern,175.665,6,bee,2.101558436
f26,femaleFace,female,28,northern,175.665,6,boo,2.354209672
f26,femaleFace,female,28,northern,175.665,6,boo,1.878501024
f26,femaleFace,female,28,northern,175.665,7,boo,2.238027396
f26,femaleFace,female,28,northern,175.665,7,boo,2.087487865
f26,femaleFace,female,28,northern,175.665,7,boo,1.904154322
f26,femaleFace,female,28,northern,175.665,8,boo,2.069542079
f26,femaleFace,female,28,northern,175.665,8,boo,2.109771634
f26,femaleFace,female,28,northern,175.665,8,boo,1.914366006
f26,femaleFace,female,28,northern,175.665,9,boo,1.896492993
f26,femaleFace,female,28,northern,175.665,9,boo,2.006429769
f26,femaleFace,female,28,northern,175.665,9,boo,1.914466303
f26,femaleFace,female,28,northern,175.665,10,boo,1.954575035
f26,femaleFace,female,28,northern,175.665,10,boo,2.24371263
f26,femaleFace,female,28,northern,175.665,10,boo,2.015858199
f26,femaleFace,female,28,northern,175.665,11,boo,2.581180553
f26,femaleFace,female,28,northern,175.665,11,boo,2.081441093
f26,femaleFace,female,28,northern,175.665,11,boo,1.982300992
m1,maleFace,male,26,other,331.592,1,bee,2.111487941
m1,maleFace,male,26,other,331.592,1,bee,2.097233036
m1,maleFace,male,26,other,331.592,1,bee,2.009560494
m1,maleFace,male,26,other,331.592,2,bee,2.564661625
m1,maleFace,male,26,other,331.592,2,bee,1.998154051
m1,maleFace,male,26,other,331.592,2,bee,2.058381807
m1,maleFace,male,26,other,331.592,3,bee,2.237256912
m1,maleFace,male,26,other,331.592,3,bee,2.108817217
m1,maleFace,male,26,other,331.592,3,bee,3.796750626
m1,maleFace,male,26,other,331.592,4,bee,2.310118011
m1,maleFace,male,26,other,331.592,4,boo,2.607826133
m1,maleFace,male,26,other,331.592,4,boo,2.166720392
m1,maleFace,male,26,other,331.592,5,boo,3.80113528
m1,maleFace,male,26,other,331.592,5,boo,2.004436435
m1,maleFace,male,26,other,331.592,5,boo,2.712435034
m1,maleFace,male,26,other,331.592,6,boo,2.19694693
m1,maleFace,male,26,other,331.592,6,boo,2.086819776
m1,maleFace,male,26,other,331.592,6,boo,2.107319745
m1,maleFace,male,26,other,331.592,7,boo,2.521445336
m1,maleFace,male,26,other,331.592,7,boo,2.051034865
m1,maleFace,male,26,other,331.592,7,boo,1.997876016
m1,maleFace,male,26,other,331.592,8,boo,2.091461472
m1,maleFace,male,26,other,331.592,8,boo,1.970083219
m1,maleFace,male,26,other,331.592,8,boo,2.012275537
m1,maleFace,male,26,other,331.592,9,boo,1.95557547
m1,maleFace,male,26,other,331.592,9,boo,1.982261257
m1,maleFace,male,26,other,331.592,9,boo,1.90519884
m1,maleFace,male,26,other,331.592,10,boo,2.259008972
m1,maleFace,male,26,other,331.592,10,boo,2.033163635
m1,maleFace,male,26,other,331.592,10,boo,2.009945825
m1,maleFace,male,26,other,331.592,11,boo,2.157067064
m1,maleFace,male,26,other,331.592,11,boo,2.023794873
m1,maleFace,male,26,other,331.592,11,boo,2.046941775
m2,femaleFace,male,22,northern,156.718,1,bee,2.041433125
m2,femaleFace,male,22,northern,156.718,1,bee,1.945333205
m2,femaleFace,male,22,northern,156.718,1,bee,2.005245792
m2,femaleFace,male,22,northern,156.718,2,bee,2.03779256
m2,femaleFace,male,22,northern,156.718,2,bee,1.937367718
m2,femaleFace,male,22,northern,156.718,2,bee,1.960814005
m2,femaleFace,male,22,northern,156.718,3,bee,2.122679221
m2,femaleFace,male,22,northern,156.718,3,boo,2.300825285
m2,femaleFace,male,22,northern,156.718,3,boo,2.053881676
m2,femaleFace,male,22,northern,156.718,4,bee,2.26913781
m2,femaleFace,male,22,northern,156.718,4,bee,2.140005495
m2,femaleFace,male,22,northern,156.718,4,bee,2.043542171
m2,femaleFace,male,22,northern,156.718,5,boo,2.290926156
m2,femaleFace,male,22,northern,156.718,5,boo,1.944658646
